Sub Pop Suggests,Song1,Song2,Artist1,Artist2,Album1,Album2,Popularity,Preview_URL
87,Daylight Matters,7F3YjEMKZC8ovV7sCpZcRW,Cate le Bon,0LZac5VicY19QLaIUvIB0G,Reward,1et95HstXof7uDcKgCkwXw,41,not available
88,Separate Houses,57Ad31QgiByoZqCJ4lXqfw,Press Club,7x6qYdGPScBRRz5lOPeHnG,Wasted Energy,2vWIIpWgLlQfDZC1brbYBK,35,https://p.scdn.co/mp3-preview/6e862cb43abac1ad1ae6b95fa05b0766251cd42d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
89,Holding Pattern,2xm0flcdmw2Bx6n8WznRYq,Sen Wisher,4B3kNZCoQNvPg39hBiguDE,Holding Pattern,3RV73CkCjdttf7QarqrrAA,4,https://p.scdn.co/mp3-preview/0437a77f26dcda57c23a15809dca8896f9bc1a2a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
90,Championships,5DTOk0tCrmicVQP4mc6hkr,Meek Mill,20sxb77xiYeusSH8cVdatc,Championships,6UYZEYjpN1DYRW0kqFy9ZE,59,https://p.scdn.co/mp3-preview/1c4573dd55f5ec6bb226976a426472af6300b797?cid=fa83a2fec7c440b7a2795d600d6b2c7e
91,Like a Ship,2RcZIrOCedVC6RYHTnlm7y,Pastor T.L. Barrett and the Youth for Christ Choir,66l6SXrWHLjXFHfv202kdA,Like a Ship (Without a Sail),7bsJSHsfKm5dXbLyY6zba4,47,https://p.scdn.co/mp3-preview/a850a89511d757cd6e9930f8b8154a23a51f158e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
92,LMK_WHAT’S REALLY GOOD REMIX_ FEAT_PRINCESS NOKIA_JUNGLEPUSSY_CUPCAKKE_MS. BOOGIE_100 BPM,1q5h9UkGVYVoec4ydU9P0d,Kelela,1U0sIzpRtDkvu1hXXzxh60,"TAKE ME A_PART, THE REMIXES",00bR0PfkGVAizXpN05DYrs,58,https://p.scdn.co/mp3-preview/b8ff23c83ac656ca31c9f078e66f27be24fd2517?cid=fa83a2fec7c440b7a2795d600d6b2c7e
93,Dreamland,1Y3hrxsjX4UEzfYt5jmiN9,Knife Wife,5f8gJQkybL5j4csrykoIWR,Family Party,3RuiC0XOdryh5EH1oP4GDN,27,https://p.scdn.co/mp3-preview/c2a8492612179da3b61af96691e0aa9dcbb261f0?cid=fa83a2fec7c440b7a2795d600d6b2c7e
94,Running,0XXiDSLHYYlJc2mKmo8Bki,Gauche,6GVrQ3dvXPc2VcEslMAgk4,A People's History of Gauche,6iFUgVpsYPKALrEWZX86KI,18,https://p.scdn.co/mp3-preview/dd0f6689805084c1ece9a10aecd647cac3d11fd1?cid=fa83a2fec7c440b7a2795d600d6b2c7e
95,Suspension,6gVd7KHgR2ChpZnJjX3Aid,Blue Bendy,7Fv9bX6Oy7AhbhKXh5dgIG,Suspension,4iImtvOM3AmjFr1t17CA4j,17,https://p.scdn.co/mp3-preview/5dfdba49cd82b45c093ac439f933488cf286c024?cid=fa83a2fec7c440b7a2795d600d6b2c7e
96,The Thumps,5kHYjpYpnV0XZSAqdvJLIV,Possible Humans,1T8oRB7aghtsdqGTYjRwgs,Everybody Split,1MqyE2X7F4xoTCeupDzbZk,22,https://p.scdn.co/mp3-preview/b17a2d8cb61cf2a73e955679c34df1cb24513eac?cid=fa83a2fec7c440b7a2795d600d6b2c7e
97,Bring a Little Lovin',1g9Qn3WkiUOHluP646iLzU,Los Bravos,7ewJCECkpkh56w0Y4VWzSY,Quentin Tarantino's Once Upon a Time in Hollywood Original Motion Picture Soundtrack,02GEKxoVe5ITAj68mZRAM7,57,https://p.scdn.co/mp3-preview/c8d37703d32ee72b3d6283928e1a3c2fbd5d0c9f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
98,Stars,6WOJ1NlJx79Om3P0pHG63E,Alex Cima,2SeLEro2TRyZFTjq2cr9z0,Heartrise,5vSILXLVNXbIQW0SZMFOx2,4,https://p.scdn.co/mp3-preview/314369753aa3d4d90d98d57879fdc314823ff0f7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
99,Elena,1MTnkhZLcvMpTfLAgmgkTi,Chastity Belt,1tho5dJnzdYD57EQkM3SmK,Elena,091EVWF0IeJ2QwRxGhRPsc,35,https://p.scdn.co/mp3-preview/470f1137644e7c11c6cf941de11f2a19f73fe0b0?cid=fa83a2fec7c440b7a2795d600d6b2c7e
100,Gone - The Wild Remix,79zGYOcAe2VmJsyQiJX31a,Charli XCX,25uiPmTg16RbhZWAqwLBy5,Gone (The Wild Remix),2QVWSdvejmRHBaK1mroxPL,54,https://p.scdn.co/mp3-preview/2edc792088bddb8ff1f95cfaec40b71a032398d9?cid=fa83a2fec7c440b7a2795d600d6b2c7e
